Sentence #,Word,POS,Tag
,VERA,Ncfsn,notpropn
,zele,Ncmsn,notpropn
,VERDALOE,Npmsn,misc
,pomaga,Vmbr3s,notpropn
,pri,Sl,notpropn
,pikih,Ncmpl,notpropn
,zuzelk,Ncfpg,notpropn
,opeklinah,Ncfpl,notpropn
,srbenju,Ncnsl,notpropn
,repa,Ncmsg,notpropn
,rape,Ncfpn,notpropn
,ugrizi,Ncmpn,notpropn
,ekcemi,Ncmpn,notpropn
,.,Z,notpropn
Sentence: 50,www.geocities.com/zdravikonji,X,notpropn
,#,Z,notpropn
,041,Mdc,notpropn
,/,Z,notpropn
,965,Mdc,notpropn
,634,Mdc,notpropn
,.,Z,notpropn
,-,Z,notpropn
,336,Mdc,notpropn
Sentence: 51,V,Sa,notpropn
,ta,Pd-msa,notpropn
,namen,Ncmsan,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,bila,Va-p-dm,notpropn
,kupila,Vmep-dm,notpropn
,tudi,Q,notpropn
,pistolo,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 52,Ob,Sl,notpropn
,praznovanju,Ncnsl,notpropn
,obletnice,Ncfsg,notpropn
,na,Sl,notpropn
,soli,Ncfsl,notpropn
,ze,Q,notpropn
,vse,Pg-nsa,notpropn
,leto,Ncnsa,notpropn
,stevilne,Agpfpn,notpropn
,kulturne,Agpfpn,notpropn
,prireditve,Ncfpn,notpropn
,in,Cc,notpropn
,strokovna,Agpnpn,notpropn
,srecanja,Ncnpn,notpropn
,-,Z,notpropn
,V,Sl,notpropn
,novi,Agpfsl,notpropn
,sodobno,Rgp,notpropn
,opremljeni,Appfsl,notpropn
,knjiznici,Ncfsl,notpropn
,bo,Va-f3s-n,notpropn
,prostor,Ncmsn,notpropn
,tudi,Q,notpropn
,za,Sa,notpropn
,obcasne,Agpfpa,notpropn
,razstave,Ncfpa,notpropn
,in,Cc,notpropn
,manjse,Agcfpa,notpropn
,kulturne,Agpfpa,notpropn
,prireditve,Ncfpa,notpropn
Sentence: 53,Slovenska,Agpfsn,notpropn
,pravna,Agpfsn,notpropn
,znanost,Ncfsn,notpropn
,je,Va-r3s-n,notpropn
,s,Si,notpropn
,tem,Pd-nsi,notpropn
,obogatena,Appfsn,notpropn
,za,Sa,notpropn
,nov,Agpmsan,notpropn
,pojem,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 54,V,Sl,notpropn
,normalnem,Agpmsl,notpropn
,besednjaku,Ncmsl,notpropn
,se,Px------y,notpropn
,pozitivna,Agpfsn,notpropn
,diskriminacija,Ncfsn,notpropn
,oznacuje,Vmpr3s,notpropn
,kot,Cs,notpropn
,privilegij,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 55,Lahko,Rgp,notpropn
,si,Px---d--y,notpropn
,nekaj,Pi-nsa,notpropn
,mislimo,Vmpr1p,notpropn
,.,Z,notpropn
Sentence: 56,Oblekla,Vmep-sf,notpropn
,si,Px---d--y,notpropn
,je,Va-r3s-n,notpropn
,bila,Va-p-sf,notpropn
,kavbojke,Ncfpa,notpropn
,in,Cc,notpropn
,pleten,Appmsan,notpropn
,pulover,Ncmsan,notpropn
,lase,Ncmpa,notpropn
,si,Px---d--y,notpropn
,je,Va-r3s-n,notpropn
,spletla,Vmep-sf,notpropn
,v,Sa,notpropn
,rep,Ncmsan,notpropn
,ki,Cs,notpropn
,ji,Pp3fsd--y,notpropn
,je,Va-r3s-n,notpropn
,ljubko,Rgp,notpropn
,strlel,Vmpp-sm,notpropn
,na,Sl,notpropn
,zatilju,Ncnsl,notpropn
,;,Z,notpropn
,bila,Va-p-sf,notpropn
,je,Va-r3s-n,notpropn
,drugacna,Agpfsn,notpropn
,kot,Cs,notpropn
,sem,Va-r1s-n,notpropn
,je,Pp3fsg--y,notpropn
,bil,Va-p-sm,notpropn
,vajen,Appmsnn,notpropn
,zdela,Vmpp-sf,notpropn
,se,Px------y,notpropn
,mi,Pp1-sd--y,notpropn
,je,Va-r3s-n,notpropn
,nekako,Rgp,notpropn
,veliko,Rgp,notpropn
,bolj,Rgc,notpropn
,vsakdanja,Agpfsn,notpropn
,in,Cc,notpropn
,za,Sa,notpropn
,to,Pd-nsa,notpropn
,sem,Va-r1s-n,notpropn
,ji,Pp3fsd--y,notpropn
,bil,Va-p-sm,notpropn
,hvalezen,Agpmsnn,notpropn
,.,Z,notpropn
Sentence: 57,Pristopila,Vmep-sf,notpropn
,je,Va-r3s-n,notpropn
,brez,Sg,notpropn
,pozdrava,Ncmsg,notpropn
,kot,Cs,notpropn
,bi,Va-c,notpropn
,se,Px------y,notpropn
,tako,Rgp,notpropn
,nasla,Vmep-dm,notpropn
,ze,Q,notpropn
,velikokrat,Rgp,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,z,Si,notpropn
,ustnicami,Ncfpi,notpropn
,nepricakovano,Rgp,notpropn
,dotaknila,Vmep-sf,notpropn
,mojih,Ps1fpgs,notpropn
,.,Z,notpropn
Sentence: 58,zelela,Vmpp-sf,notpropn
,je,Va-r3s-n,notpropn
,najverjetneje,Rgs,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,bil,Va-p-sm,notpropn
,to,Pd-nsn,notpropn
,le,Q,notpropn
,blag,Agpmsnn,notpropn
,dotik,Ncmsn,notpropn
,ob,Sl,notpropn
,srecanju,Ncnsl,notpropn
,toda,Cc,notpropn
,moje,Ps1fpns,notpropn
,dlani,Ncfpn,notpropn
,so,Va-r3p-n,notpropn
,se,Px------y,notpropn
,oklenile,Vmep-pf,notpropn
,njenih,Ps3npgsf,notpropn
,gladkih,Agpnpg,notpropn
,lic,Ncnpg,notpropn
,in,Cc,notpropn
,je,Pp3fsg--y,notpropn
,niso,Va-r3p-y,notpropn
,vec,Q,notpropn
,spustile,Vmep-pf,notpropn
,.,Z,notpropn
Sentence: 59,Cutil,Vmpp-sm,notpropn
,sem,Va-r1s-n,notpropn
,njene,Ps3fpasf,notpropn
,polne,Agpfpa,notpropn
,nenasminkane,Agpfpa,notpropn
,ustnice,Ncfpa,notpropn
,ki,Cs,notpropn
,so,Va-r3p-n,notpropn
,polagoma,Rgp,notpropn
,dojemale,Vmpp-pf,notpropn
,kako,Rgp,notpropn
,zelo,Rgp,notpropn
,si,Px---d--y,notpropn
,jih,Pp3fpa--y,notpropn
,zelim,Vmpr1s,notpropn
,.,Z,notpropn
Sentence: 60,Vohkal,Vmpp-sm,notpropn
,sem,Va-r1s-n,notpropn
,njen,Ps3msasf,notpropn
,topli,Agpmsay,notpropn
,najverjetneje,Rgs,notpropn
,se,Q,notpropn
,tudi,Q,notpropn
,od,Sg,notpropn
,hitre,Agpfsg,notpropn
,hoje,Ncfsg,notpropn
,razgreti,Appmsay,notpropn
,dih,Ncmsan,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,prepuscal,Vmpp-sm,notpropn
,obcutku,Ncmsd,notpropn
,lepega,Agpnsg,notpropn
,.,Z,notpropn
Sentence: 61,Spoznaval,Vmpp-sm,notpropn
,sem,Va-r1s-n,notpropn
,morda,Q,notpropn
,prvic,Rgp,notpropn
,da,Cs,notpropn
,o,Sl,notpropn
,vsej,Pg-fsl,notpropn
,silni,Agpfsl,notpropn
,zelji,Ncfsl,notpropn
,in,Cc,notpropn
,hotenju,Ncnsl,notpropn
,ki,Cs,notpropn
,ga,Pp3nsa--y,notpropn
,je,Va-r3s-n,notpropn
,zganila,Vmep-sf,notpropn
,v,Sl,notpropn
,meni,Pp1-sl,notpropn
,ni,Va-r3s-y,notpropn
,mogoce,Agpnsn,notpropn
,povedati,Vmen,notpropn
,z,Si,notpropn
,besedami,Ncfpi,notpropn
,zato,Cc,notpropn
,nisem,Va-r1s-y,notpropn
,niti,Q,notpropn
,poskusil,Vmep-sm,notpropn
,.,Z,notpropn
Sentence: 62,Na,Sa,notpropn
,voljo,Ncfsa,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,imeli,Vmpp-pm,notpropn
,blizu,Rgp,notpropn
,milijardo,Ncfsa,notpropn
,tolarjev,Ncmpg,notpropn
,(,Z,notpropn
,10,Mdc,notpropn
,milijonov,Ncmpg,notpropn
,DEM,Ncmsn,notpropn
,),Z,notpropn
,vec,Rgc,notpropn
,kot,Cs,notpropn
,pred,Si,notpropn
,petimi,Mlc-pi,notpropn
,leti,Ncnpi,notpropn
Sentence: 63,Predstavilo,Vmep-sn,notpropn
,se,Px------y,notpropn
,bo,Va-f3s-n,notpropn
,sto,Mlc-pn,notpropn
,razstavljavcev,Ncmpg,notpropn
,iz,Sg,notpropn
,petnajstih,Mlc-pg,notpropn
,drzav,Ncfpg,notpropn
,ki,Cs,notpropn
,bodo,Va-f3p-n,notpropn
,razstavljali,Vmpp-pm,notpropn
,in,Cc,notpropn
,prodajali,Vmpp-pm,notpropn
,naravne,Agpfpa,notpropn
,in,Cc,notpropn
,obdelane,Appfpa,notpropn
,lepote,Ncfpa,notpropn
,skritega,Appnsg,notpropn
,podzemlja,Ncnsg,notpropn
,.,Z,notpropn
Sentence: 64,(,Z,notpropn
,pj,X,notpropn
,),Z,notpropn
Sentence: 65,Gre,Vmbr3s,notpropn
,za,Sa,notpropn
,vozilo,Ncnsa,notpropn
,ki,Cs,notpropn
,bo,Va-f3s-n,notpropn
,kupcem,Ncmpd,notpropn
,na,Sa,notpropn
,voljo,Ncfsa,notpropn
,za,Sa,notpropn
,vec,Rgc,notpropn
,namenov,Ncmpg,notpropn
,hkrati,Rgp,notpropn
,pa,Cc,notpropn
,bo,Va-f3s-n,notpropn
,lahkotno,Agpnsn,notpropn
,za,Sa,notpropn
,voznjo,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 66,Temu,Pd-nsd,notpropn
,primerna,Agpfsn,notpropn
,je,Va-r3s-n,notpropn
,tudi,Q,notpropn
,notranjost,Ncfsn,notpropn
,kabine,Ncfsg,notpropn
,izpeljana,Appfsn,notpropn
,je,Va-r3s-n,notpropn
,iz,Sg,notpropn
,masterja,Ncmsg,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,po,Sl,notpropn
,udobju,Ncnsl,notpropn
,lahko,Rgp,notpropn
,primerja,Vmpr3s,notpropn
,z,Si,notpropn
,osebnim,Agpmsi,notpropn
,avtomobilom,Ncmsi,notpropn
,.,Z,notpropn
Sentence: 67,Videli,Vmbp-pm,notpropn
,smo,Va-r1p-n,notpropn
,tudi,Q,notpropn
,novejsa,Agcnpa,notpropn
,vozila,Ncnpa,notpropn
,audije,Ncmpa,notpropn
,in,Cc,notpropn
,BMW-je,Npmpa,notpropn
,;,Z,notpropn
,od,Sg,notpropn
,njih,Pp3npg,notpropn
,se,Px------y,notpropn
,lastniki,Ncmpn,notpropn
,kot,Cs,notpropn
,so,Va-r3p-n,notpropn
,sami,Agpmpn,notpropn
,povedali,Vmep-pm,notpropn
,locujejo,Vmpr3p,notpropn
,predvsem,Q,notpropn
,zato,Rgp,notpropn
,ker,Cs,notpropn
,potrebujejo,Vmpr3p,notpropn
,denar,Ncmsan,notpropn
,za,Sa,notpropn
,nakup,Ncmsan,notpropn
,stanovanja,Ncnsg,notpropn
,in,Cc,notpropn
,podobno,Agpnsn,notpropn
,.,Z,notpropn
Sentence: 68,Cene,Ncfpn,notpropn
,zanje,Pp3npa--b,notpropn
,so,Va-r3p-n,notpropn
,odvisne,Agpfpn,notpropn
,predvsem,Q,notpropn
,od,Sg,notpropn
,prevozenih,Appmpg,notpropn
,kilometrov,Ncmpg,notpropn
,ohranjenosti,Ncfsg,notpropn
,in,Cc,notpropn
,opreme,Ncfsg,notpropn
,gibljejo,Vmpr3p,notpropn
,pa,Cc,notpropn
,se,Px------y,notpropn
,od,Sg,notpropn
,treh,Mlcmpg,notpropn
,milijonov,Ncmpg,notpropn
,tolarjev,Ncmpg,notpropn
,navzgor,Rgp,notpropn
,.,Z,notpropn
Sentence: 69,Iz,Sg,notpropn
,pogodbe,Ncfsg,notpropn
,se,Px------y,notpropn
,ne,Q,notpropn
,da,Vmer3s,notpropn
,razbrati,Vmen,notpropn
,nacina,Ncmsg,notpropn
,placila,Ncnsg,notpropn
,.,Z,notpropn
Sentence: 70,Tudi,Q,notpropn
,rok,Ncmsn,notpropn
,placila,Ncnsg,notpropn
,je,Va-r3s-n,notpropn
,dvoumen,Agpmsnn,notpropn
,.,Z,notpropn
Sentence: 71,Iz,Sg,notpropn
,dobro,Rgp,notpropn
,obvescenih,Appmpg,notpropn
,virov,Ncmpg,notpropn
,smo,Va-r1p-n,notpropn
,izvedeli,Vmep-pm,notpropn
,da,Cs,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,placilo,Ncnsn,notpropn
,bilo,Va-p-sn,notpropn
,izvrseno,Appnsn,notpropn
,v,Sl,notpropn
,bananah,Ncfpl,notpropn
,kar,Pr-nsn,notpropn
,pomeni,Vmbr3s,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,Slovenija,Npfsn,loc
,za,Sa,notpropn
,vsak,Pg-msa,notpropn
,kubicni,Agpmsay,notpropn
,kilometer,Ncmsan,notpropn
,neba,Ncnsg,notpropn
,dobila,Vmep-sf,notpropn
,gajbo,Ncfsa,notpropn
,banan,Ncfpg,notpropn
,.,Z,notpropn
Sentence: 72,S,Si,notpropn
,tem,Pd-nsi,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,pridobila,Vmep-sf,notpropn
,prednost,Ncfsa,notpropn
,na,Sl,notpropn
,trgu,Ncmsl,notpropn
,banan,Ncfpg,notpropn
,pred,Si,notpropn
,evropsko,Agpfsi,notpropn
,konkurenco,Ncfsi,notpropn
,obenem,Rgp,notpropn
,pa,Cc,notpropn
,bo,Va-f3s-n,notpropn
,lahko,Rgp,notpropn
,z,Si,notpropn
,bananami,Ncfpi,notpropn
,zadovoljila,Vmep-sf,notpropn
,lastno,Agpnsa,notpropn
,trzisce,Ncnsa,notpropn
,za,Sa,notpropn
,vec,Rgc,notpropn
,let,Ncnpg,notpropn
,.,Z,notpropn
Sentence: 73,Tudi,Q,notpropn
,v,Sl,notpropn
,Sloveniji,Npfsl,loc
,sta,Va-r3d-n,notpropn
,aerobika,Ncfsn,notpropn
,in,Cc,notpropn
,fitnes,Ncmsn,notpropn
,med,Si,notpropn
,najbolj,Rgs,notpropn
,priljubljenimi,Agpfpi,notpropn
,oblikami,Ncfpi,notpropn
,rekreacije,Ncfsg,notpropn
,zato,Cc,notpropn
,bi,Va-c,notpropn
,morali,Vmpp-pm,notpropn
,posvecati,Vmpn,notpropn
,vec,Rgc,notpropn
,pozornosti,Ncfsg,notpropn
,tehniki,Ncfsd,notpropn
,vadbe,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 74,Ker,Cs,notpropn
,aerobiko,Ncfsa,notpropn
,poleg,Sg,notpropn
,fitnes,Ncmsn,notpropn
,centrov,Ncmpg,notpropn
,izvajajo,Vmpr3p,notpropn
,tudi,Q,notpropn
,v,Sl,notpropn
,mnogih,Pi-fpl,notpropn
,telovadnicah,Ncfpl,notpropn
,in,Cc,notpropn
,drugih,Mlpfpl,notpropn
,dvoranah,Ncfpl,notpropn
,je,Va-r3s-n,notpropn
,treba,Rgp,notpropn
,predvsem,Q,notpropn
,pri,Sl,notpropn
,slednjih,Agpfpl,notpropn
,zelo,Rgp,notpropn
,paziti,Vmpn,notpropn
,na,Sa,notpropn
,varnost,Ncfsa,notpropn
,in,Cc,notpropn
,ucinkovitost,Ncfsa,notpropn
,programa,Ncmsg,notpropn
,.,Z,notpropn
Sentence: 75,Poudaril,Vmep-sm,notpropn
,je,Va-r3s-n,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,bila,Va-p-sf,notpropn
,to,Pd-nsn,notpropn
,ko,Cs,notpropn
,je,Va-r3s-n,notpropn
,pred,Si,notpropn
,desetimi,Mlc-pi,notpropn
,leti,Ncnpi,notpropn
,postal,Vmep-sm,notpropn
,dezelni,Agpmsny,notpropn
,glavar,Ncmsn,notpropn
,dokazano,Rgp,notpropn
,najboljsa,Agsfsn,notpropn
,doba,Ncfsn,notpropn
,za,Sa,notpropn
,narodnostne,Agpfpa,notpropn
,manjsine,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 76,Danes,Rgp,notpropn
,nam,Pp1-pd,notpropn
,to,Pd-nsa,notpropn
,naso,Ps1fsap,notpropn
,strategijo,Ncfsa,notpropn
,priznajo,Vmer3p,notpropn
,je,Va-r3s-n,notpropn
,dejal,Vmep-sm,notpropn
,koroski,Agpmsny,notpropn
,dezelni,Agpmsny,notpropn
,vladar,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 77,Glede,Sg,notpropn
,vkljucitve,Ncfsg,notpropn
,Slovenije,Npfsg,loc
,v,Sa,notpropn
,EU,Npfsa,org
,je,Va-r3s-n,notpropn
,sogovornik,Ncmsn,notpropn
,dejal,Vmep-sm,notpropn
,da,Cs,notpropn
,si,Px---d--y,notpropn
,to,Pd-nsa,notpropn
,zelijo,Vmpr3p,notpropn
,saj,Cc,notpropn
,si,Px---d--y,notpropn
,zaradi,Sg,notpropn
,trenutnih,Agpnpg,notpropn
,dogajanj,Ncnpg,notpropn
,na,Sl,notpropn
,Balkanu,Npmsl,loc
,morajo,Vmpr3p,notpropn
,prizadevati,Vmpn,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,mirovna,Agpfsn,notpropn
,skupnost,Ncfsn,notpropn
,Evrope,Npfsg,loc
,vkljucevala,Vmpp-sf,notpropn
,tudi,Q,notpropn
,drzave,Ncfpa,notpropn
,ki,Cs,notpropn
,so,Va-r3p-n,notpropn
,se,Px------y,notpropn
,sele,Q,notpropn
,pred,Si,notpropn
,nekaj,Rgp,notpropn
,leti,Ncnpi,notpropn
,osvobodile,Vmep-pf,notpropn
,komunizma,Ncmsg,notpropn
,.,Z,notpropn
Sentence: 78,Je,Va-r3s-n,notpropn
,pa,Cc,notpropn
,opozoril,Vmep-sm,notpropn
,tudi,Q,notpropn
,na,Sa,notpropn
,pogoje,Ncmpa,notpropn
,ki,Cs,notpropn
,jih,Pp3mpa--y,notpropn
,morajo,Vmpr3p,notpropn
,te,Pd-fpn,notpropn
,drzave,Ncfpn,notpropn
,izpolnjevati,Vmpn,notpropn
,(,Z,notpropn
,tako,Rgp,notpropn
,je,Va-r3s-n,notpropn
,bilo,Va-p-sn,notpropn
,tudi,Q,notpropn
,pri,Sl,notpropn
,Spaniji,Npfsl,loc
,Portugalski,Npfsl,loc
,in,Cc,notpropn
,Grciji,Npfsl,loc
,),Z,notpropn
,.,Z,notpropn
Sentence: 79,Pomemben,Agpmsnn,notpropn
,pogoj,Ncmsn,notpropn
,je,Va-r3s-n,notpropn
,stopnja,Ncfsn,notpropn
,gospodarske,Agpfsg,notpropn
,razvitosti,Ncfsg,notpropn
,kar,Pr-nsn,notpropn
,pomeni,Vmbr3s,notpropn
,da,Cs,notpropn
,morajo,Vmpr3p,notpropn
,pred,Si,notpropn
,polnopravnim,Agpnsi,notpropn
,clanstvom,Ncnsi,notpropn
,Slovenije,Npfsg,loc
,osebni,Agpmpn,notpropn
,dohodki,Ncmpn,notpropn
,njenih,Ps3mpgsf,notpropn
,drzavljanov,Ncmpg,notpropn
,dosegati,Vmpn,notpropn
,vsaj,Q,notpropn
,50,Mdc,notpropn
,ali,Cc,notpropn
,60,Mdc,notpropn
,odstotkov,Ncmpg,notpropn
,povprecnega,Agpmsg,notpropn
,evropskega,Agpmsg,notpropn
,dohodka,Ncmsg,notpropn
,.,Z,notpropn
Sentence: 80,Zaradi,Sg,notpropn
,nizkih,Agpfpg,notpropn
,plac,Ncfpg,notpropn
,v,Sl,notpropn
,Sloveniji,Npfsl,loc
,bi,Va-c,notpropn
,namrec,Cc,notpropn
,na,Sa,notpropn
,Korosko,Npfsa,loc
,prihajala,Vmpp-sf,notpropn
,poceni,Agpfsn,notpropn
,delovna,Agpfsn,notpropn
,sila,Ncfsn,notpropn
,in,Cc,notpropn
,tamkajsnji,Agpmpn,notpropn
,ljudje,Ncmpn,notpropn
,bi,Va-c,notpropn
,izgubljali,Vmpp-pm,notpropn
,delo,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 81,Pozrl,Vmep-sm,notpropn
,sem,Va-r1s-n,notpropn
,slino,Ncfsa,notpropn
,in,Cc,notpropn
,ga,Pp3msa--y,notpropn
,pogledal,Vmep-sm,notpropn
,v,Sa,notpropn
,oci,Ncfpa,notpropn
,:,Z,notpropn
,',Z,notpropn
,Kaj,Pq-nsn,notpropn
,pa,Cc,notpropn
,tisto,Pd-nsn,notpropn
,?,Z,notpropn
,',Z,notpropn
,in,Cc,notpropn
,spet,Rgp,notpropn
,mi,Pp1-sd--y,notpropn
,je,Va-r3s-n,notpropn
,beseda,Ncfsn,notpropn
,za,Sa,notpropn
,hip,Ncmsan,notpropn
,obstala,Vmep-sf,notpropn
,v,Sl,notpropn
,grlu,Ncnsl,notpropn
,',Z,notpropn
,tisto,Pd-nsn,notpropn
,o,Sl,notpropn
,cemer,Pr-nsl,notpropn
,noces,Vmpr2s-y,notpropn
,nikoli,Rgp,notpropn
,pripovedovati,Vmpn,notpropn
,',Z,notpropn
Sentence: 82,Potem,Rgp,notpropn
,sem,Va-r1s-n,notpropn
,sel,Vmbp-sm,notpropn
,na,Sa,notpropn
,policijo,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 83,Tam,Rgp,notpropn
,so,Va-r3p-n,notpropn
,samo,Q,notpropn
,zamahnili,Vmep-pm,notpropn
,z,Si,notpropn
,roko,Ncfsi,notpropn
,ces,Q,notpropn
,se,Px------y,notpropn
,bo,Va-f3s-n,notpropn
,ze,Q,notpropn
,vrnila,Vmep-sf,notpropn
,.,Z,notpropn
Sentence: 84,A,Rgp,notpropn
,veste,Vmpr2p,notpropn
,koliko,Rgp,notpropn
,zensk,Ncfpg,notpropn
,takole,Rgp,notpropn
,zapusti,Vmer3s,notpropn
,svoje,Px-mpa,notpropn
,partnerje,Ncmpa,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,potem,Rgp,notpropn
,vrnejo,Vmer3p,notpropn
,?,Z,notpropn
Sentence: 85,Vsak,Pg-msa,notpropn
,teden,Ncmsan,notpropn
,kaksnih,Pq-mpg,notpropn
,ducat,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 86,No,Q,notpropn
,pa,Cc,notpropn
,vseeno,Rgp,notpropn
,povejte,Vmem2p,notpropn
Sentence: 87,Ime,Ncnsn,notpropn
,?,Z,notpropn
Sentence: 88,Priimek,Ncmsn,notpropn
,?,Z,notpropn
Sentence: 89,Je,Va-r3s-n,notpropn
,izginila,Vmep-sf,notpropn
,v,Sl,notpropn
,nenavadnih,Agpfpl,notpropn
,okoliscinah,Ncfpl,notpropn
,?,Z,notpropn
Sentence: 90,Je,Va-r3s-n,notpropn
,njeno,Ps3nsnsf,notpropn
,izginotje,Ncnsn,notpropn
,povezano,Appnsn,notpropn
,z,Si,notpropn
,vajinimi,Ps2mpid,notpropn
,odnosi,Ncmpi,notpropn
,?,Z,notpropn
Sentence: 91,No,Q,notpropn
,mislim,Vmpr1s,notpropn
,ce,Cs,notpropn
,sta,Va-r2d-n,notpropn
,se,Px------y,notpropn
,zadnje,Agpmpa,notpropn
,case,Ncmpa,notpropn
,prepirala,Vmpp-dm,notpropn
,?,Z,notpropn
Sentence: 92,Kam,Rgp,notpropn
,bi,Va-c,notpropn
,se,Px------y,notpropn
,lahko,Rgp,notpropn
,zatekla,Vmep-sf,notpropn
,?,Z,notpropn
Sentence: 93,Ima,Vmpr3s-n,notpropn
,kaksnega,Pq-msa,notpropn
,prijatelja,Ncmsay,notpropn
,?,Z,notpropn
Sentence: 94,No,Q,notpropn
,prijateljico,Ncfsa,notpropn
Sentence: 95,Ko,Cs,notpropn
,sem,Va-r1s-n,notpropn
,zapuscal,Vmpp-sm,notpropn
,pisarno,Ncfsa,notpropn
,sem,Va-r1s-n,notpropn
,videl,Vmbp-sm,notpropn
,kako,Rgp,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,mlad,Agpmsnn,notpropn
,kriminalist,Ncmsn,notpropn
,zadolzen,Appmsnn,notpropn
,za,Sa,notpropn
,pogresane,Appfpa,notpropn
,osebe,Ncfpa,notpropn
,nasmehnil,Vmep-sm,notpropn
,kolegu,Ncmsd,notpropn
,in,Cc,notpropn
,kolega,Ncmsn,notpropn
,mu,Pp3msd--y,notpropn
,je,Va-r3s-n,notpropn
,nekaj,Pi-nsa,notpropn
,zasepetal,Vmep-sm,notpropn
,potem,Rgp,notpropn
,sta,Va-r3d-n,notpropn
,se,Px------y,notpropn
,oba,Pg-mdn,notpropn
,zahahljala,Vmep-dm,notpropn
,.,Z,notpropn
Sentence: 96,Zaprl,Vmep-sm,notpropn
,sem,Va-r1s-n,notpropn
,vrata,Ncnpa,notpropn
,za,Si,notpropn
,sabo,Px---i,notpropn
,.,Z,notpropn
Sentence: 97,Seveda,Q,notpropn
,pa,Cc,notpropn
,je,Va-r3s-n,notpropn
,gospod,Ncmsn,notpropn
,Lamut,Npmsn,per
,v,Sl,notpropn
,svoji,Px-fsl,notpropn
,rani,Agpfsl,notpropn
,mladosti,Ncfsl,notpropn
,in,Cc,notpropn
,se,Q,notpropn
,kasneje,Rgc,notpropn
,v,Sl,notpropn
,svojih,Px-npl,notpropn
,zrelih,Agpnpl,notpropn
,letih,Ncnpl,notpropn
,zelo,Rgp,notpropn
,dobro,Rgp,notpropn
,spal,Vmpp-sm,notpropn
,.,Z,notpropn
Sentence: 98,Spal,Vmpp-sm,notpropn
,je,Va-r3s-n,notpropn
,kot,Cs,notpropn
,ubit,Appmsnn,notpropn
,.,Z,notpropn
Sentence: 99,Lahko,Rgp,notpropn
,je,Va-r3s-n,notpropn
,spal,Vmpp-sm,notpropn
,deset,Mlc-pa,notpropn
,dvanajst,Mlc-pa,notpropn
,ur,Ncfpg,notpropn
,zena,Ncfsn,notpropn
,mu,Pp3msd--y,notpropn
,je,Va-r3s-n,notpropn
,vedno,Rgp,notpropn
,rekla,Vmep-sf,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,prespal,Vmep-sm,notpropn
,zivljenje,Ncnsa,notpropn
Sentence: 100,Zaradi,Sg,notpropn
,njegovega,Ps3nsgsm,notpropn
,polhastega,Agpnsg,notpropn
,spanja,Ncnsg,notpropn
,je,Va-r3s-n,notpropn
,bila,Va-p-sf,notpropn
,veckrat,Rgc,notpropn
,jezna,Agpfsn,notpropn
,.,Z,notpropn
Sentence: 101,Ona,Pp3fsn,notpropn
,je,Va-r3s-n,notpropn
,lahko,Rgp,notpropn
,spala,Vmpp-sf,notpropn
,najvec,Rgs,notpropn
,pet,Mlc-pa,notpropn
,ur,Ncfpg,notpropn
,tako,Rgp,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,revica,Ncfsn,notpropn
,bila,Va-p-sf,notpropn
,vecino,Ncfsa,notpropn
,dneva,Ncmsg,notpropn
,sama,Agpfsn,notpropn
,.,Z,notpropn
Sentence: 102,zdela,Vmpp-sf,notpropn
,je,Va-r3s-n,notpropn
,v,Sl,notpropn
,kuhinji,Ncfsl,notpropn
,in,Cc,notpropn
,cakala,Vmpp-sf,notpropn
,da,Cs,notpropn
,se,Px------y,notpropn
,bo,Va-f3s-n,notpropn
,prebudil,Vmep-sm,notpropn
,.,Z,notpropn
Sentence: 103,Ves,Vmpr2s,notpropn
,koliko,Rgp,notpropn
,najinega,Ps1nsgd,notpropn
,skupnega,Agpnsg,notpropn
,zivljenja,Ncnsg,notpropn
,gre,Vmbr3s,notpropn
,zaradi,Sg,notpropn
,tvojega,Ps2msgs,notpropn
,spanca,Ncmsg,notpropn
,v,Sa,notpropn
